Segment,Country,Product,Discount Band,Units Sold,Manufacturing Price Parsed,Sale Price Parsed,Budget Parsed,Discounts Parsed,Sales Parsed,COGS Parsed,Profit Parsed,Date_ISO
Enterprise,Germany,Paseo,Medium,3513,10,125,439125,30738.75,408386.25,421560,-13173.75,2019-12-11
Midmarket,France,Paseo,Medium,2101,10,15,31515,2206.05,29308.95,21010,8298.95,2018-12-12
Midmarket,United States of America,Paseo,Medium,2931,10,15,43965,3077.55,40887.45,29310,11577.45,2021-02-19
Government,France,Paseo,Medium,1535,10,20,30700,2149,28551,15350,13201,2021-05-25
Small Business,Germany,Paseo,Medium,1123,10,300,336900,23583,313317,280750,32567,2021-01-25
Small Business,Canada,Paseo,Medium,1404,10,300,421200,29484,391716,351000,40716,2020-06-11
Channel Partners,Mexico,Paseo,Medium,2763,10,12,33156,2320.92,30835.08,8289,22546.08,2018-12-13
Government,Germany,Paseo,Medium,2125,10,7,14875,1041.25,13833.75,10625,3208.75,2019-09-11
Small Business,France,Velo,Medium,1659,120,300,497700,34839,462861,414750,48111,2019-01-29
Government,Mexico,Velo,Medium,609,120,20,12180,852.6,11327.4,6090,5237.4,2019-01-12
Enterprise,Germany,Velo,Medium,2087,120,125,260875,18261.25,242613.75,250440,-7826.25,2019-08-28
Government,France,Velo,Medium,1976,120,20,39520,2766.4,36753.6,19760,16993.6,2020-02-29
Government,United States of America,Velo,Medium,1421,120,20,28420,1989.4,26430.6,14210,12220.6,2019-02-22
Small Business,United States of America,Velo,Medium,1372,120,300,411600,28812,382788,343000,39788,2021-05-03
Government,Germany,Velo,Medium,588,120,20,11760,823.2,10936.8,5880,5056.8,2020-04-13
Channel Partners,Canada,VTT,Medium,3244,250,12,38934,2725.38,36208.62,9733.5,26475.12,2019-01-06
Small Business,France,VTT,Medium,959,250,300,287700,20139,267561,239750,27811,2020-08-27
Small Business,Mexico,VTT,Medium,2747,250,300,824100,57687,766413,686750,79663,2020-03-12
Enterprise,Canada,Amarilla,Medium,1645,260,125,205625,14393.75,191231.25,197400,-6168.75,2021-03-05
Government,France,Amarilla,Medium,2876,260,350,1006600,70462,936138,747760,188378,2019-10-30
Enterprise,Germany,Amarilla,Medium,994,260,125,124250,8697.5,115552.5,119280,-3727.5,2020-10-29
Government,Canada,Amarilla,Medium,1118,260,20,22360,1565.2,20794.8,11180,9614.8,2019-04-11
Small Business,United States of America,Amarilla,Medium,1372,260,300,411600,28812,382788,343000,39788,2019-01-13
Government,Canada,Montana,Medium,488,5,7,3416,273.28,3142.72,2440,702.72,2021-01-18
Government,United States of America,Montana,Medium,1282,5,20,25640,2051.2,23588.8,12820,10768.8,2020-10-04
Government,Canada,Paseo,Medium,257,10,7,1799,143.92,1655.08,1285,370.08,2020-03-23
Government,United States of America,Amarilla,Medium,1282,260,20,25640,2051.2,23588.8,12820,10768.8,2020-11-15
Enterprise,Mexico,Carretera,Medium,1540,3,125,192500,15400,177100,184800,-7700,2019-07-03
Midmarket,France,Carretera,Medium,490,3,15,7350,588,6762,4900,1862,2020-08-31
Government,Mexico,Carretera,Medium,1362,3,350,476700,38136,438564,354120,84444,2019-03-11
Midmarket,France,Montana,Medium,2501,5,15,37515,3001.2,34513.8,25010,9503.8,2019-05-16
Government,Canada,Montana,Medium,708,5,20,14160,1132.8,13027.2,7080,5947.2,2020-01-23
Government,Germany,Montana,Medium,645,5,20,12900,1032,11868,6450,5418,2020-09-19
Small Business,France,Montana,Medium,1562,5,300,468600,37488,431112,390500,40612,2020-03-01
Small Business,Canada,Montana,Medium,1283,5,300,384900,30792,354108,320750,33358,2019-03-29
Midmarket,Germany,Montana,Medium,711,5,15,10665,853.2,9811.8,7110,2701.8,2020-12-25
Enterprise,Mexico,Paseo,Medium,1114,10,125,139250,11140,128110,133680,-5570,2019-03-31
Government,Germany,Paseo,Medium,1259,10,7,8813,705.04,8107.96,6295,1812.96,2020-10-25
Government,Germany,Paseo,Medium,1095,10,7,7665,613.2,7051.8,5475,1576.8,2019-01-14
Government,Germany,Paseo,Medium,1366,10,20,27320,2185.6,25134.4,13660,11474.4,2018-10-16
Small Business,Mexico,Paseo,Medium,2460,10,300,738000,59040,678960,615000,63960,2021-04-19
Government,United States of America,Paseo,Medium,678,10,7,4746,379.68,4366.32,3390,976.32,2019-03-05
Government,Germany,Paseo,Medium,1598,10,7,11186,894.88,10291.12,7990,2301.12,2019-04-04
Government,Germany,Paseo,Medium,2409,10,7,16863,1349.04,15513.96,12045,3468.96,2018-10-28
Government,Germany,Paseo,Medium,1934,10,20,38680,3094.4,35585.6,19340,16245.6,2018-09-25
Government,Mexico,Paseo,Medium,2993,10,20,59860,4788.8,55071.2,29930,25141.2,2019-10-13
Government,Germany,Paseo,Medium,2146,10,350,751100,60088,691012,557960,133052,2021-03-30
Government,Mexico,Paseo,Medium,1946,10,7,13622,1089.76,12532.24,9730,2802.24,2020-09-16
Government,Mexico,Paseo,Medium,1362,10,350,476700,38136,438564,354120,84444,2018-12-16
Channel Partners,Canada,Velo,Medium,598,120,12,7176,574.08,6601.92,1794,4807.92,2019-08-30
Government,United States of America,Velo,Medium,2907,120,7,20349,1627.92,18721.08,14535,4186.08,2019-09-08
Government,Germany,Velo,Medium,2338,120,7,16366,1309.28,15056.72,11690,3366.72,2019-08-03
Small Business,France,Velo,Medium,386,120,300,115800,9264,106536,96500,10036,2018-10-26
Small Business,Mexico,Velo,Medium,635,120,300,190500,15240,175260,158750,16510,2019-04-21
Government,France,VTT,Medium,574,250,350,201075,16086,184989,149370,35619,2020-11-06
Government,Germany,VTT,Medium,2338,250,7,16366,1309.28,15056.72,11690,3366.72,2018-11-30
Government,France,VTT,Medium,381,250,350,133350,10668,122682,99060,23622,2019-12-25
Government,Germany,VTT,Medium,422,250,350,147700,11816,135884,109720,26164,2021-05-23
Small Business,Canada,VTT,Medium,2134,250,300,640200,51216,588984,533500,55484,2020-07-27
Small Business,United States of America,VTT,Medium,808,250,300,242400,19392,223008,202000,21008,2019-08-08
Government,Canada,Amarilla,Medium,708,260,20,14160,1132.8,13027.2,7080,5947.2,2020-12-28
Government,United States of America,Amarilla,Medium,2907,260,7,20349,1627.92,18721.08,14535,4186.08,2019-12-09
Government,Germany,Amarilla,Medium,1366,260,20,27320,2185.6,25134.4,13660,11474.4,2020-05-31
Small Business,Mexico,Amarilla,Medium,2460,260,300,738000,59040,678960,615000,63960,2021-06-29
Government,Germany,Amarilla,Medium,1520,260,20,30400,2432,27968,15200,12768,2018-12-13
Midmarket,Germany,Amarilla,Medium,711,260,15,10665,853.2,9811.8,7110,2701.8,2020-05-31
Channel Partners,Mexico,Amarilla,Medium,1375,260,12,16500,1320,15180,4125,11055,2019-02-18
Small Business,Mexico,Amarilla,Medium,635,260,300,190500,15240,175260,158750,16510,2019-12-06
Government,United States of America,VTT,Medium,436,250,20,8730,698.4,8031.6,4365,3666.6,2018-11-05
Small Business,Canada,Carretera,Medium,1094,3,300,328200,29538,298662,273500,25162,2020-04-29
Channel Partners,Mexico,Carretera,Medium,367,3,12,4404,396.36,4007.64,1101,2906.64,2018-11-24
Small Business,Canada,Montana,Medium,3802,5,300,1140750,102667.5,1038082.5,950625,87457.5,2021-06-01
Government,France,Montana,Medium,1666,5,350,583100,52479,530621,433160,97461,2021-03-01
Small Business,France,Montana,Medium,322,5,300,96600,8694,87906,80500,7406,2019-07-26
Channel Partners,Canada,Montana,Medium,2321,5,12,27852,2506.68,25345.32,6963,18382.32,2018-12-06
Enterprise,France,Montana,Medium,1857,5,125,232125,20891.25,211233.75,222840,-11606.25,2020-07-08
Government,Canada,Montana,Medium,1611,5,7,11277,1014.93,10262.07,8055,2207.07,2020-08-14
Enterprise,United States of America,Montana,Medium,2797,5,125,349625,31466.25,318158.75,335640,-17481.25,2020-04-08
Small Business,Germany,Montana,Medium,334,5,300,100200,9018,91182,83500,7682,2019-12-05
Small Business,Mexico,Paseo,Medium,2565,10,300,769500,69255,700245,641250,58995,2020-03-20
Government,Mexico,Paseo,Medium,2417,10,350,845950,76135.5,769814.5,628420,141394.5,2020-03-27
Midmarket,United States of America,Paseo,Medium,3675,10,15,55125,4961.25,50163.75,36750,13413.75,2020-02-21
Small Business,Canada,Paseo,Medium,1094,10,300,328200,29538,298662,273500,25162,2021-03-07
Midmarket,France,Paseo,Medium,1227,10,15,18405,1656.45,16748.55,12270,4478.55,2021-06-30
Channel Partners,Mexico,Paseo,Medium,367,10,12,4404,396.36,4007.64,1101,2906.64,2021-03-25
Small Business,France,Paseo,Medium,1324,10,300,397200,35748,361452,331000,30452,2020-12-29
Channel Partners,Germany,Paseo,Medium,1775,10,12,21300,1917,19383,5325,14058,2019-04-04
Enterprise,United States of America,Paseo,Medium,2797,10,125,349625,31466.25,318158.75,335640,-17481.25,2020-02-27
Midmarket,Mexico,Velo,Medium,245,120,15,3675,330.75,3344.25,2450,894.25,2021-03-02
Small Business,Canada,Velo,Medium,3793,120,300,1138050,102424.5,1035625.5,948375,87250.5,2020-11-27
Government,Germany,Velo,Medium,1307,120,350,457450,41170.5,416279.5,339820,76459.5,2021-04-17
Enterprise,Canada,Velo,Medium,567,120,125,70875,6378.75,64496.25,68040,-3543.75,2018-10-30
Enterprise,Mexico,Velo,Medium,2110,120,125,263750,23737.5,240012.5,253200,-13187.5,2018-12-10
Government,Canada,Velo,Medium,1269,120,350,444150,39973.5,404176.5,329940,74236.5,2019-09-09
Channel Partners,United States of America,VTT,Medium,1956,250,12,23472,2112.48,21359.52,5868,15491.52,2019-03-14
Small Business,Germany,VTT,Medium,2659,250,300,797700,71793,725907,664750,61157,2020-06-10
Government,United States of America,VTT,Medium,1351,250,350,473025,42572.25,430452.75,351390,79062.75,2019-04-20
Channel Partners,Germany,VTT,Medium,880,250,12,10560,950.4,9609.6,2640,6969.6,2020-01-12
Small Business,United States of America,VTT,Medium,1867,250,300,560100,50409,509691,466750,42941,2020-01-12
Channel Partners,France,VTT,Medium,2234,250,12,26808,2412.72,24395.28,6702,17693.28,2019-10-14
Midmarket,France,VTT,Medium,1227,250,15,18405,1656.45,16748.55,12270,4478.55,2018-12-06
Enterprise,Mexico,VTT,Medium,877,250,125,109625,9866.25,99758.75,105240,-5481.25,2020-04-19
Government,United States of America,Amarilla,Medium,2071,260,350,724850,65236.5,659613.5,538460,121153.5,2018-11-19
Government,Canada,Amarilla,Medium,1269,260,350,444150,39973.5,404176.5,329940,74236.5,2020-08-02
Midmarket,Germany,Amarilla,Medium,970,260,15,14550,1309.5,13240.5,9700,3540.5,2021-04-13
Government,Mexico,Amarilla,Medium,1694,260,20,33880,3049.2,30830.8,16940,13890.8,2018-12-08
Government,Germany,Carretera,Medium,663,3,20,13260,1193.4,12066.6,6630,5436.6,2020-07-07
Government,Canada,Carretera,Medium,819,3,7,5733,515.97,5217.03,4095,1122.03,2019-07-11
Channel Partners,Germany,Carretera,Medium,1580,3,12,18960,1706.4,17253.6,4740,12513.6,2020-01-06
Government,Mexico,Carretera,Medium,521,3,7,3647,328.23,3318.77,2605,713.77,2019-02-21
Government,United States of America,Paseo,Medium,973,10,20,19460,1751.4,17708.6,9730,7978.6,2020-11-25
Government,Mexico,Paseo,Medium,1038,10,20,20760,1868.4,18891.6,10380,8511.6,2019-06-21
Government,Germany,Paseo,Medium,360,10,7,2520,226.8,2293.2,1800,493.2,2021-03-16
Channel Partners,France,Velo,Medium,1967,120,12,23604,2124.36,21479.64,5901,15578.64,2019-07-02
Midmarket,Mexico,Velo,Medium,2628,120,15,39420,3547.8,35872.2,26280,9592.2,2019-07-17
Government,Germany,VTT,Medium,360,250,7,2520,226.8,2293.2,1800,493.2,2019-10-03
Government,France,VTT,Medium,2682,250,20,53640,4827.6,48812.4,26820,21992.4,2020-06-20
Government,Mexico,VTT,Medium,521,250,7,3647,328.23,3318.77,2605,713.77,2020-09-04
Government,Mexico,Amarilla,Medium,1038,260,20,20760,1868.4,18891.6,10380,8511.6,2020-06-22
Midmarket,Canada,Amarilla,Medium,1630,260,15,24457.5,2201.18,22256.33,16305,5951.33,2020-08-04
Channel Partners,France,Amarilla,Medium,306,260,12,3672,330.48,3341.52,918,2423.52,2019-08-02
Channel Partners,United States of America,Carretera,High,386,3,12,4632,463.2,4168.8,1158,3010.8,2021-03-29
Government,United States of America,Montana,High,2328,5,7,16296,1629.6,14666.4,11640,3026.4,2021-05-28
Channel Partners,United States of America,Paseo,High,386,10,12,4632,463.2,4168.8,1158,3010.8,2020-01-13
Enterprise,United States of America,Carretera,High,3445,3,125,430687.5,43068.75,387618.75,413460,-25841.25,2019-03-06
Enterprise,France,Carretera,High,1482,3,125,185250,18525,166725,177840,-11115,2019-09-18
Government,United States of America,Montana,High,2313,5,350,809550,80955,728595,601380,127215,2021-07-09
Enterprise,United States of America,Montana,High,1804,5,125,225500,22550,202950,216480,-13530,2020-05-22
Midmarket,France,Montana,High,2072,5,15,31080,3108,27972,20720,7252,2020-01-12
Government,France,Paseo,High,1954,10,20,39080,3908,35172,19540,15632,2021-07-18
Small Business,Mexico,Paseo,High,591,10,300,177300,17730,159570,147750,11820,2019-07-28
Midmarket,France,Paseo,High,2167,10,15,32505,3250.5,29254.5,21670,7584.5,2021-01-20
Government,Germany,Paseo,High,241,10,20,4820,482,4338,2410,1928,2019-09-30
Midmarket,Germany,Velo,High,681,120,15,10215,1021.5,9193.5,6810,2383.5,2019-12-19
Midmarket,Germany,Velo,High,510,120,15,7650,765,6885,5100,1785,2020-08-20
Midmarket,United States of America,Velo,High,790,120,15,11850,1185,10665,7900,2765,2019-02-22
Government,France,Velo,High,639,120,350,223650,22365,201285,166140,35145,2021-04-23
Enterprise,United States of America,Velo,High,1596,120,125,199500,19950,179550,191520,-11970,2019-12-13
Small Business,United States of America,Velo,High,2294,120,300,688200,68820,619380,573500,45880,2021-04-17
Government,Germany,Velo,High,241,120,20,4820,482,4338,2410,1928,2019-10-26
Government,Germany,Velo,High,2665,120,7,18655,1865.5,16789.5,13325,3464.5,2021-05-30
Enterprise,Canada,Velo,High,1916,120,125,239500,23950,215550,229920,-14370,2021-07-06
Small Business,France,Velo,High,853,120,300,255900,25590,230310,213250,17060,2020-09-06
Enterprise,Mexico,VTT,High,341,250,125,42625,4262.5,38362.5,40920,-2557.5,2020-10-09
Midmarket,Mexico,VTT,High,641,250,15,9615,961.5,8653.5,6410,2243.5,2019-07-02
Government,United States of America,VTT,High,2807,250,350,982450,98245,884205,729820,154385,2019-07-20
Small Business,Mexico,VTT,High,432,250,300,129600,12960,116640,108000,8640,2020-10-26
Small Business,United States of America,VTT,High,2294,250,300,688200,68820,619380,573500,45880,2020-09-07
Midmarket,France,VTT,High,2167,250,15,32505,3250.5,29254.5,21670,7584.5,2021-07-25
Enterprise,Canada,VTT,High,2529,250,125,316125,31612.5,284512.5,303480,-18967.5,2021-03-16
Government,Germany,VTT,High,1870,250,350,654500,65450,589050,486200,102850,2018-12-26
Enterprise,United States of America,Amarilla,High,579,260,125,72375,7237.5,65137.5,69480,-4342.5,2020-02-09
Government,Canada,Amarilla,High,2240,260,350,784000,78400,705600,582400,123200,2020-02-13
Small Business,United States of America,Amarilla,High,2993,260,300,897900,89790,808110,748250,59860,2018-11-14
Channel Partners,Canada,Amarilla,High,3520,260,12,42246,4224.6,38021.4,10561.5,27459.9,2019-01-10
Government,Mexico,Amarilla,High,2039,260,20,40780,4078,36702,20390,16312,2021-01-21
Channel Partners,Germany,Amarilla,High,2574,260,12,30888,3088.8,27799.2,7722,20077.2,2018-11-14
Government,Canada,Amarilla,High,707,260,350,247450,24745,222705,183820,38885,2018-11-03
Midmarket,France,Amarilla,High,2072,260,15,31080,3108,27972,20720,7252,2018-10-20
Small Business,France,Amarilla,High,853,260,300,255900,25590,230310,213250,17060,2019-06-22
Channel Partners,France,Carretera,High,1198,3,12,14376,1581.36,12794.64,3594,9200.64,2019-02-24
Government,France,Paseo,High,2532,10,7,17724,1949.64,15774.36,12660,3114.36,2019-06-03
Channel Partners,France,Paseo,High,1198,10,12,14376,1581.36,12794.64,3594,9200.64,2020-12-22
Midmarket,Canada,Velo,High,384,120,15,5760,633.6,5126.4,3840,1286.4,2021-05-18
Channel Partners,Germany,Velo,High,472,120,12,5664,623.04,5040.96,1416,3624.96,2019-08-04
Government,United States of America,VTT,High,1579,250,7,11053,1215.83,9837.17,7895,1942.17,2021-03-04
Channel Partners,Mexico,VTT,High,1005,250,12,12060,1326.6,10733.4,3015,7718.4,2020-07-09
Midmarket,United States of America,Amarilla,High,3199,260,15,47992.5,5279.18,42713.33,31995,10718.33,2021-07-05
Channel Partners,Germany,Amarilla,High,472,260,12,5664,623.04,5040.96,1416,3624.96,2020-03-21
Channel Partners,Canada,Carretera,High,1937,3,12,23244,2556.84,20687.16,5811,14876.16,2021-06-16
Government,Germany,Carretera,High,792,3,350,277200,30492,246708,205920,40788,2020-12-18
Small Business,Germany,Carretera,High,2811,3,300,843300,92763,750537,702750,47787,2020-05-19
Enterprise,France,Carretera,High,2441,3,125,305125,33563.75,271561.25,292920,-21358.75,2018-11-12
Midmarket,Canada,Carretera,High,1560,3,15,23400,2574,20826,15600,5226,2018-12-28
Government,Mexico,Carretera,High,2706,3,7,18942,2083.62,16858.38,13530,3328.38,2019-06-12
Government,Germany,Montana,High,766,5,350,268100,29491,238609,199160,39449,2020-02-19
Government,Germany,Montana,High,2992,5,20,59840,6582.4,53257.6,29920,23337.6,2019-05-20
Midmarket,Mexico,Montana,High,2157,5,15,32355,3559.05,28795.95,21570,7225.95,2019-07-18
Small Business,Canada,Paseo,High,873,10,300,261900,28809,233091,218250,14841,2021-01-08
Government,Mexico,Paseo,High,1122,10,20,22440,2468.4,19971.6,11220,8751.6,2019-03-12
Government,Canada,Paseo,High,2104,10,350,736575,81023.25,655551.75,547170,108381.75,2021-04-17
Channel Partners,Canada,Paseo,High,4026,10,12,48312,5314.32,42997.68,12078,30919.68,2020-09-03
Channel Partners,France,Paseo,High,2425,10,12,29106,3201.66,25904.34,7276.5,18627.84,2020-08-11
Government,Canada,Paseo,High,2394,10,20,47880,5266.8,42613.2,23940,18673.2,2019-07-16
Midmarket,Mexico,Paseo,High,1984,10,15,29760,3273.6,26486.4,19840,6646.4,2019-10-16
Enterprise,France,Paseo,High,2441,10,125,305125,33563.75,271561.25,292920,-21358.75,2021-03-09
Government,Germany,Paseo,High,2992,10,20,59840,6582.4,53257.6,29920,23337.6,2021-03-15
Small Business,Canada,Paseo,High,1366,10,300,409800,45078,364722,341500,23222,2020-10-29
Government,France,Velo,High,2805,120,20,56100,6171,49929,28050,21879,2019-07-28
Midmarket,Mexico,Velo,High,655,120,15,9825,1080.75,8744.25,6550,2194.25,2019-12-11
Government,Mexico,Velo,High,344,120,350,120400,13244,107156,89440,17716,2020-03-15
Government,Canada,Velo,High,1808,120,7,12656,1392.16,11263.84,9040,2223.84,2018-11-01
Channel Partners,France,VTT,High,1734,250,12,20808,2288.88,18519.12,5202,13317.12,2018-12-14
Enterprise,Mexico,VTT,High,554,250,125,69250,7617.5,61632.5,66480,-4847.5,2019-09-27
Government,Canada,VTT,High,2935,250,20,58700,6457,52243,29350,22893,2020-06-20
Enterprise,Germany,Amarilla,High,3165,260,125,395625,43518.75,352106.25,379800,-27693.75,2019-02-15
Government,Mexico,Amarilla,High,2629,260,20,52580,5783.8,46796.2,26290,20506.2,2021-06-29
Enterprise,France,Amarilla,High,1433,260,125,179125,19703.75,159421.25,171960,-12538.75,2020-09-02
Enterprise,Mexico,Amarilla,High,947,260,125,118375,13021.25,105353.75,113640,-8286.25,2020-12-15
Government,Mexico,Amarilla,High,344,260,350,120400,13244,107156,89440,17716,2019-07-28
Midmarket,Mexico,Amarilla,High,2157,260,15,32355,3559.05,28795.95,21570,7225.95,2019-10-02
Government,United States of America,Paseo,High,380,10,7,2660,292.6,2367.4,1900,467.4,2020-08-17
Government,Mexico,Carretera,High,886,3,350,310100,37212,272888,230360,42528,2021-03-01
Enterprise,Canada,Carretera,High,2416,3,125,302000,36240,265760,289920,-24160,2020-08-09
Enterprise,Mexico,Carretera,High,2156,3,125,269500,32340,237160,258720,-21560,2021-03-07
Midmarket,Canada,Carretera,High,2689,3,15,40335,4840.2,35494.8,26890,8604.8,2019-10-01
Midmarket,United States of America,Montana,High,677,5,15,10155,1218.6,8936.4,6770,2166.4,2019-02-13
Small Business,France,Montana,High,1773,5,300,531900,63828,468072,443250,24822,2020-06-26
Government,Mexico,Montana,High,2420,5,7,16940,2032.8,14907.2,12100,2807.2,2019-10-14
Government,Canada,Montana,High,2734,5,7,19138,2296.56,16841.44,13670,3171.44,2020-04-30
Government,Mexico,Montana,High,1715,5,20,34300,4116,30184,17150,13034,2018-10-27
Small Business,France,Montana,High,1186,5,300,355800,42696,313104,296500,16604,2019-07-29
Small Business,United States of America,Paseo,High,3495,10,300,1048500,125820,922680,873750,48930,2019-06-04
Government,Mexico,Paseo,High,886,10,350,310100,37212,272888,230360,42528,2019-11-21
Enterprise,Mexico,Paseo,High,2156,10,125,269500,32340,237160,258720,-21560,2021-03-15
Government,Mexico,Paseo,High,905,10,20,18100,2172,15928,9050,6878,2020-04-13
Government,Mexico,Paseo,High,1715,10,20,34300,4116,30184,17150,13034,2021-05-10
Government,France,Paseo,High,1594,10,350,557900,66948,490952,414440,76512,2019-06-25
Small Business,Germany,Paseo,High,1359,10,300,407700,48924,358776,339750,19026,2021-07-01
Small Business,Mexico,Paseo,High,2150,10,300,645000,77400,567600,537500,30100,2020-06-28
Government,Mexico,Paseo,High,1197,10,350,418950,50274,368676,311220,57456,2019-04-21
Midmarket,Mexico,Paseo,High,380,10,15,5700,684,5016,3800,1216,2021-03-11
Government,Mexico,Paseo,High,1233,10,20,24660,2959.2,21700.8,12330,9370.8,2020-05-11
Government,Mexico,Velo,High,1395,120,350,488250,58590,429660,362700,66960,2019-06-14
Government,United States of America,Velo,High,986,120,350,345100,41412,303688,256360,47328,2021-07-19
Government,Mexico,Velo,High,905,120,20,18100,2172,15928,9050,6878,2020-02-15
Channel Partners,Canada,VTT,High,2109,250,12,25308,3036.96,22271.04,6327,15944.04,2021-06-16
Midmarket,France,VTT,High,3874,250,15,58117.5,6974.1,51143.4,38745,12398.4,2019-11-13
Government,Canada,VTT,High,623,250,350,218050,26166,191884,161980,29904,2019-05-16
Government,United States of America,VTT,High,986,250,350,345100,41412,303688,256360,47328,2019-09-01
Enterprise,United States of America,VTT,High,2387,250,125,298375,35805,262570,286440,-23870,2019-07-30
Government,Mexico,VTT,High,1233,250,20,24660,2959.2,21700.8,12330,9370.8,2018-12-19
Government,United States of America,Amarilla,High,270,260,350,94500,11340,83160,70200,12960,2020-02-03
Government,France,Amarilla,High,3421,260,7,23950.5,2874.06,21076.44,17107.5,3968.94,2019-11-10
Government,Canada,Amarilla,High,2734,260,7,19138,2296.56,16841.44,13670,3171.44,2019-12-24
Midmarket,United States of America,Amarilla,High,2548,260,15,38220,4586.4,33633.6,25480,8153.6,2019-06-22
Government,France,Carretera,High,2521,3,20,50430,6051.6,44378.4,25215,19163.4,2019-10-12
Channel Partners,Mexico,Montana,High,2661,5,12,31932,3831.84,28100.16,7983,20117.16,2020-03-10
Government,Germany,Paseo,High,1531,10,20,30620,3674.4,26945.6,15310,11635.6,2020-01-13
Government,France,VTT,High,1491,250,7,10437,1252.44,9184.56,7455,1729.56,2020-03-02
Government,Germany,VTT,High,1531,250,20,30620,3674.4,26945.6,15310,11635.6,2021-04-09
Channel Partners,Canada,Amarilla,High,2761,260,12,33132,3975.84,29156.16,8283,20873.16,2019-02-27
Midmarket,United States of America,Carretera,High,2567,3,15,38505,5005.65,33499.35,25670,7829.35,2019-07-06
Midmarket,United States of America,VTT,High,2567,250,15,38505,5005.65,33499.35,25670,7829.35,2019-06-18
Government,Canada,Carretera,High,923,3,350,323050,41996.5,281053.5,239980,41073.5,2018-10-16
Government,France,Carretera,High,1790,3,350,626500,81445,545055,465400,79655,2019-05-31
Government,Germany,Carretera,High,442,3,20,8840,1149.2,7690.8,4420,3270.8,2021-02-06
Government,United States of America,Montana,High,982,5,350,343875,44703.75,299171.25,255450,43721.25,2019-12-09
Government,United States of America,Montana,High,1298,5,7,9086,1181.18,7904.82,6490,1414.82,2019-01-09
Channel Partners,Mexico,Montana,High,604,5,12,7248,942.24,6305.76,1812,4493.76,2020-06-05
Government,Mexico,Montana,High,2255,5,20,45100,5863,39237,22550,16687,2019-10-19
Government,Canada,Montana,High,1249,5,20,24980,3247.4,21732.6,12490,9242.6,2019-04-23
Government,United States of America,Paseo,High,1438,10,7,10069.5,1309.04,8760.47,7192.5,1567.97,2019-11-26
Small Business,Germany,Paseo,High,807,10,300,242100,31473,210627,201750,8877,2021-05-22
Government,United States of America,Paseo,High,2641,10,20,52820,6866.6,45953.4,26410,19543.4,2019-05-01
Government,Germany,Paseo,High,2708,10,20,54160,7040.8,47119.2,27080,20039.2,2019-11-16
Government,Canada,Paseo,High,2632,10,350,921200,119756,801444,684320,117124,2021-02-03
Enterprise,Canada,Paseo,High,1583,10,125,197875,25723.75,172151.25,189960,-17808.75,2021-01-10
Channel Partners,Mexico,Paseo,High,571,10,12,6852,890.76,5961.24,1713,4248.24,2019-03-14
Government,France,Paseo,High,2696,10,7,18872,2453.36,16418.64,13480,2938.64,2021-06-15
Midmarket,Canada,Paseo,High,1565,10,15,23475,3051.75,20423.25,15650,4773.25,2019-05-03
Government,Canada,Paseo,High,1249,10,20,24980,3247.4,21732.6,12490,9242.6,2019-04-15
Government,Germany,Paseo,High,357,10,350,124950,16243.5,108706.5,92820,15886.5,2018-11-16
Channel Partners,Germany,Paseo,High,1013,10,12,12156,1580.28,10575.72,3039,7536.72,2021-03-28
Midmarket,France,Velo,High,3997,120,15,59962.5,7795.13,52167.38,39975,12192.38,2019-07-08
Government,Canada,Velo,High,2632,120,350,921200,119756,801444,684320,117124,2018-12-28
Government,France,Velo,High,1190,120,7,8330,1082.9,7247.1,5950,1297.1,2020-02-06
Channel Partners,Mexico,Velo,High,604,120,12,7248,942.24,6305.76,1812,4493.76,2019-07-19
Midmarket,Germany,Velo,High,660,120,15,9900,1287,8613,6600,2013,2020-05-02
Channel Partners,Mexico,Velo,High,410,120,12,4920,639.6,4280.4,1230,3050.4,2020-12-12
Small Business,Mexico,Velo,High,2605,120,300,781500,101595,679905,651250,28655,2019-06-23
Channel Partners,Germany,Velo,High,1013,120,12,12156,1580.28,10575.72,3039,7536.72,2021-06-11
Enterprise,Canada,VTT,High,1583,250,125,197875,25723.75,172151.25,189960,-17808.75,2018-12-15
Midmarket,Canada,VTT,High,1565,250,15,23475,3051.75,20423.25,15650,4773.25,2019-05-17
Enterprise,Canada,Amarilla,High,1659,260,125,207375,26958.75,180416.25,199080,-18663.75,2019-09-22
Government,France,Amarilla,High,1190,260,7,8330,1082.9,7247.1,5950,1297.1,2019-06-14
Channel Partners,Mexico,Amarilla,High,410,260,12,4920,639.6,4280.4,1230,3050.4,2020-02-20
Channel Partners,Germany,Amarilla,High,1770,260,12,21240,2761.2,18478.8,5310,13168.8,2021-02-25
Government,Mexico,Carretera,High,2579,3,20,51580,7221.2,44358.8,25790,18568.8,2019-05-08
Government,United States of America,Carretera,High,1743,3,20,34860,4880.4,29979.6,17430,12549.6,2021-02-03
Government,United States of America,Carretera,High,2996,3,7,20972,2936.08,18035.92,14980,3055.92,2020-06-26
Government,Germany,Carretera,High,280,3,7,1960,274.4,1685.6,1400,285.6,2021-02-02
Government,France,Montana,High,293,5,7,2051,287.14,1763.86,1465,298.86,2019-11-23
Government,United States of America,Montana,High,2996,5,7,20972,2936.08,18035.92,14980,3055.92,2021-01-11
Midmarket,Germany,Paseo,High,278,10,15,4170,583.8,3586.2,2780,806.2,2019-09-11
